window,train_start,train_end,test_start,test_end,train_return_pct,train_trades,test_return_pct,test_trades,test_win_rate,test_profit_factor,test_max_dd_pct,test_ok,train_score,best_min_squeeze_score,best_min_direction_confidence,best_stop_atr,best_target_atr,best_trailing_stop_pct
1,2025-07-19,2025-11-16,2025-11-16,2025-12-16,-10.709586972616647,277,2.9730095931933764,64,51.5625,1.3671356402677763,-3.816599399216357,True,-16.88173210483074,0.6,0.6,1.7,3.0,0.02
2,2025-08-18,2025-12-16,2025-12-16,2026-01-15,-2.624445066663239,292,-2.8312306432655254,61,40.98360655737705,0.6587528308186039,-3.4126799372316814,True,-5.640605417972226,0.6,0.6,1.7,3.0,0.02
