min_squeeze_score,min_direction_confidence,stop_atr,target_atr,trailing_stop_pct,trailing_activation_pct,max_trades_per_day,max_daily_loss_usd,max_holding_hours,pattern_min_rules,pattern_rsi_max,pattern_ema_spread_max,pattern_ema_trend_slope_max,pattern_ret8_max,pattern_expected_move_max,full_ret_pct,full_pf,full_dd_pct,full_trades,wf90_comp_pct,wf120_comp_pct
0.6,0.45,1.8,2.1,0.018,0.01,3.0,15.0,18.0,3.0,50.0,-0.0025,-0.002,-0.0023,0.08,5.181742717942761,1.1408574754477372,-4.027397350095948,324.0,1.6707452987748006,0.0897082290139517
0.6,0.5,2.0,2.6,0.02,0.01,3.0,15.0,36.0,3.0,50.0,-0.0025,-0.0012,-0.0035,0.08,4.524463192061745,1.112133230546188,-9.951860155308463,293.0,-0.4612210778845105,1.7219786257779202
0.65,0.4,1.8,2.6,0.022,0.008,4.0,15.0,24.0,3.0,50.0,-0.003,-0.002,-0.0023,0.1,4.494270170138259,1.115947127823511,-6.0980739752903785,294.0,0.661983424522572,1.9500456221836382
0.6,0.5,2.0,2.1,0.018,0.006,3.0,12.0,36.0,3.0,50.0,-0.0025,-0.0018,-0.0023,0.1,4.3675686347338205,1.115524157010082,-6.88653907203448,309.0,3.731461692162674,1.3397766248028464
0.6,0.4,1.8,2.1,0.02,0.01,6.0,15.0,24.0,3.0,48.0,-0.0018,-0.0018,-0.0023,0.089,4.350504962743429,1.1007098738912773,-9.064236751739406,334.0,3.975278386515524,1.7821670969964343
0.6,0.45,1.6,2.1,0.022,0.01,6.0,12.0,24.0,3.0,52.0,-0.0018,-0.002,-0.0023,0.08,4.339030226113305,1.0968778195630553,-8.071017916473998,352.0,3.0945562352295175,0.92032075001105
0.6,0.5,1.8,2.1,0.02,0.006,6.0,15.0,24.0,3.0,52.0,-0.0018,-0.0018,-0.0015,0.08,4.196998409191077,1.095240646380745,-5.801276734582837,353.0,2.9902066930520554,-0.8174988942308725
0.55,0.4,2.0,2.1,0.022,0.008,3.0,12.0,36.0,3.0,50.0,-0.0025,-0.0012,-0.0015,0.1,4.146611797642885,1.0931938648303974,-10.84608767064027,319.0,1.0315325957587884,2.383386791289155
